Expediente_INVIMA,principio_activo,concentracion,unidad_base,unidad_de_dispensacion,nombre_comercial,fabricante,medicamento,canal,precio_por_tableta,factoresprecio,numerofactor
19965759,loratadina,loratadina 10 mg,mg,Tableta o cápsula,Loratadina,Pentacoop,Loratadina (Pentacoop) - Cada tableta contiene: loratadina 10 mg,Institucional,194.28,Alto,3
19965790,nitazoxanida,nitazoxanida 2 g,ml,Polvo para reconstituir a Solución o suspensión oral,Mixel,Siegfried,Mixel (Siegfried) - frasco 60 ml - Cada 100 g contiene: nitazoxanida 2 g,Institucional,"9,507.00",Bajo,1
19965792,atorvastatin,atorvastatina 20 mg,mg,Tableta o cápsula,Atorvastatina,Memphis,Atorvastatina (Memphis) - Cada tableta contiene: atorvastatina 20 mg,Institucional,"1,750.00",Alto,3
19965794,domperidona,domperidona 10 mg,mg,Tableta o cápsula,Moperid,Siegfried,Moperid (Siegfried) - Cada tableta contiene: domperidona 10 mg,Institucional,161.79,Alto,3
19965795,cetirizina,cetirizina 100 mg,ml,Jarabe,Cetirizina,Memphis,Cetirizina (Memphis) - frasco 60 ml - Cada 100 ml contiene: cetirizina 100 mg,Institucional,"15,330.00",Alto,3
19965796,cetirizina,cetirizina 10 mg,ml,Solución o suspensión oral,Cetirizina,Memphis,Cetirizina (Memphis) - frasco 15 ml - Cada 1 ml contiene: cetirizina 10 mg,Institucional,"5,148.00",Medio,2
19965814,betahistina,betahistina 16 mg,mg,Tableta o cápsula,Betahistina,Procaps,Betahistina (Procaps) - Cada tableta contiene: betahistina 16 mg,Institucional,264.71,Medio,2
19965855,ketoprofeno,ketoprofeno 100 mg,ml,Polvo para reconstituir a Solución o suspensión inyectable,Profenidiv,Sanofi Aventis,Profenidiv (Sanofi Aventis) - vial 2 ml - Cada 2 ml contiene: ketoprofeno 100 mg,Institucional,"7,392.00",Medio,2
19965864,escitalopram,escitalopram 10 mg,mg,Tableta o cápsula,Neo Zentius,Mega Labs,Neo Zentius (Mega Labs) - Cada tableta contiene: escitalopram 10 mg,Institucional,"1,408.36",Medio,2
19965865,escitalopram,escitalopram 20 mg,mg,Tableta o cápsula,Neo Zentius,Mega Labs,Neo Zentius (Mega Labs) - Cada tableta contiene: escitalopram 20 mg,Institucional,"1,256.57",Medio,2
19966033,metadona,metadona 10 mg,mg,Tableta o cápsula,Methadose,Grunenthal,Methadose (Grunenthal) - Cada tableta contiene: metadona 10 mg,Institucional,"3,297.30",Alto,3
19966163,isoconazol,"isoconazol 1 g + isoconazol 2,52 g",g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Micofentin,Novamed,"Micofentin (Novamed) - tubo 20 g - Cada 100 g contiene: isoconazol 1 g + isoconazol 2,52 g",Institucional,"67,272.73",Medio,2
19966171,hidroxido de magnesio + hidroxido de aluminio + simeticona,"hidroxido de magnesio 4 g + simeticona 0,4 g + hidroxido de aluminio 4 g",ml,Solución o suspensión oral,Galac,Medigen,"Galac (Medigen) - frasco 360 ml - Cada 100 ml contiene: hidroxido de magnesio 4 g + simeticona 0,4 g + hidroxido de aluminio 4 g",Institucional,"8,375.00",Alto,3
19966226,furosemida,furosemida 20 mg,ml,Solución o suspensión inyectable,Furosemida,Biosano,Furosemida (Biosano) - ampolla 2 ml - Cada 2 ml contiene: furosemida 20 mg,Institucional,4.67,Bajo,1
19966283,inmunoglobulina hepatitis b,inmunoglobulina hepatitis b 50 ui,ml,Solución o suspensión inyectable,Hepatect,Biotest,Hepatect (Biotest) - vial 2 ml - Cada 1 ml contiene: inmunoglobulina hepatitis b 50 ui,Institucional,"138,583.86",Medio,2
19966334,isoconazol,isoconazol 1 g + isoconazol 10 g,g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Mikium,Novamed,Mikium (Novamed) - tubo 40 g - Cada 100 g contiene: isoconazol 1 g + isoconazol 10 g,Institucional,"30,153.33",Medio,2
19966336,hioscina n-butilbromuro y acetaminofen,n- butil bromuro de hioscina 10 mg + acetaminofen 325 mg,mg,Tableta o cápsula,Hioscina N-Butilbromuro + Acetaminofen,Pentacoop,Hioscina N-Butilbromuro + Acetaminofen (Pentacoop) - Cada tableta contiene: n- butil bromuro de hioscina 10 mg + acetaminofen 325 mg,Institucional,527.90,Medio,2
19966420,nimodipina,nimodipina 30 mg,mg,Tableta o cápsula,Nimodipino,Laboratorios Richmond,Nimodipino (Laboratorios Richmond) - Cada tableta contiene: nimodipina 30 mg,Institucional,1.93,Bajo,1
19966533,cabergolina,"cabergolina 0,5 mg",mg,Tableta o cápsula,Alactin,Procaps,"Alactin (Procaps) - Cada tableta contiene: cabergolina 0,5 mg",Institucional,"3,119.17",Medio,2
19966575,potasio fosfato,potasio fosfato 2 g + potasio fosfato 2 g,ml,Solución o suspensión inyectable,Fosfatos De Potasio,Corpaul,Fosfatos De Potasio (Corpaul) - ampolla 10 ml - Cada 10 ml contiene: potasio fosfato 2 g + potasio fosfato 2 g,Institucional,104.11,Medio,2
19966576,lidocaina,lidocaina clorhidrato 20 mg,ml,Solución o suspensión inyectable,Lidocaina,Corpaul,Lidocaina (Corpaul) - ampolla 10 ml - Cada 1 ml contiene: lidocaina clorhidrato 20 mg,Institucional,15.45,Medio,2
19966681,caolín y pectina,pectina 1 g + caolin 20 g,ml,Solución o suspensión oral,Kaoxitura,Gerco,Kaoxitura (Gerco) - frasco 120 ml - Cada 100 ml contiene: pectina 1 g + caolin 20 g,Institucional,"9,561.67",Medio,2
19966737,mebeverina,mebeverina 200 mg,mg,Tableta o cápsula de liberación modificada,Mebemint,Legrand,Mebemint (Legrand) - Cada tableta contiene: mebeverina 200 mg,Institucional,"2,612.47",Bajo,1
19966754,benzidamina,"benzidamina 0,15 g",ml,Solución o suspensión bucal,Benzycol,Licol,"Benzycol (Licol) - frasco 120 ml - Cada 100 ml contiene: benzidamina 0,15 g",Institucional,"10,757.00",Medio,2
19966774,acido ascorbico (vit c),vitamina c 100 mg,ml,Solución o suspensión oral,Sivitam,Gerco,Sivitam (Gerco) - frasco 30 ml - Cada 1 ml contiene: vitamina c 100 mg,Institucional,"4,500.00",Bajo,1
19966884,hidroclorotiazida y valsartan,"valsartan 80 mg + hidroclorotiazida 12,5 mg",mg,Tableta o cápsula,Valsartan + Hidroclorotiazida,Genfar,"Valsartan + Hidroclorotiazida (Genfar) - Cada tableta contiene: valsartan 80 mg + hidroclorotiazida 12,5 mg",Institucional,708.00,Alto,3
19967084,acido ursodeoxicolico,acido ursodeoxicolico 300 mg,mg,Tableta o cápsula,Litomen,Best,Litomen (Best) - Cada capsula contiene: acido ursodeoxicolico 300 mg,Institucional,"1,099.20",Medio,2
19967207,irinotecan,irinotecan 100 mg,ml,Solución o suspensión inyectable,Irinotecan,Fresenius,Irinotecan (Fresenius) - vial 5 ml - Cada 5 ml contiene: irinotecan 100 mg,Institucional,"50,278.08",Alto,3
19967243,dicloxacilina,dicloxacilina 500 mg,mg,Tableta o cápsula,Dicloxacilina,Tecnoquimicas,Dicloxacilina (Tecnoquimicas) - Cada capsula contiene: dicloxacilina 500 mg,Institucional,393.42,Alto,3
19967244,dicloxacilina,dicloxacilina 250 mg,ml,Polvo para reconstituir a Solución o suspensión oral,Dicloxacilina,Tecnoquimicas,Dicloxacilina (Tecnoquimicas) - frasco 80 ml - Cada 5 ml contiene: dicloxacilina 250 mg,Institucional,"5,186.91",Medio,2
19967248,clotrimazol,clotrimazol 100 mg,mg,Tableta o cápsula vaginal,Clotrimazol,Anglopharma,Clotrimazol (Anglopharma) - Cada tableta vaginal contiene: clotrimazol 100 mg,Institucional,145.40,Medio,2
19967275,bupropion,bupropion 150 mg,mg,Tableta o cápsula de liberación modificada,Wellbutrin,Glaxosmithkline,Wellbutrin (Glaxosmithkline) - Cada tableta contiene: bupropion 150 mg,Institucional,"1,605.00",Alto,3
19967276,bupropion,bupropion 300 mg,mg,Tableta o cápsula de liberación modificada,Wellbutrin,Glaxosmithkline,Wellbutrin (Glaxosmithkline) - Cada tableta contiene: bupropion 300 mg,Institucional,"3,211.00",Medio,2
19967376,piroxicam,piroxicam 20 mg,mg,Tableta o cápsula,Piroxicam,Pentacoop,Piroxicam (Pentacoop) - Cada capsula contiene: piroxicam 20 mg,Institucional,80.10,Bajo,1
19967410,acido acetilsalicilico,acido acetil salicilico 100 mg,mg,Tableta o cápsula,Acido Acetilsalicilico,Memphis,Acido Acetilsalicilico (Memphis) - Cada tableta contiene: acido acetil salicilico 100 mg,Institucional,161.51,Alto,3
19967411,trimebutina,trimebutina 200 mg,mg,Tableta o cápsula,Trimebutina,Memphis,Trimebutina (Memphis) - Cada tableta contiene: trimebutina 200 mg,Institucional,420.00,Medio,2
19967422,nistatina,nistatina 10000000 ui,g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Nistavon,Von Haller,Nistavon (Von Haller) - tubo 20 g - Cada 100 g contiene: nistatina 10000000 ui,Institucional,"13,508.00",Medio,2
19967433,glicerol,"glicerol 2,3896 g",g,Supositorio,Lass Supositorios,Bussié,"Lass Supositorios (Bussié) - Cada supositorio contiene: glicerol 2,3896 g",Institucional,"2,950.00",Medio,2
19967634,furosemida,furosemida 40 mg,mg,Tableta o cápsula,Furosemida,Laproff,Furosemida (Laproff) - Cada tableta contiene: furosemida 40 mg,Institucional,54.46,Medio,2
19967651,buprenorfina,buprenorfina 20 mg,mg,Parche,Transtec,Grunenthal,Transtec (Grunenthal) - Cada parche contiene: buprenorfina 20 mg,Institucional,"27,264.68",Medio,2
19967652,buprenorfina,buprenorfina 30 mg,mg,Parche,Transtec,Grunenthal,Transtec (Grunenthal) - Cada parche contiene: buprenorfina 30 mg,Institucional,"39,550.05",Medio,2
19967654,buprenorfina,buprenorfina 40 mg,mg,Parche,Transtec,Grunenthal,Transtec (Grunenthal) - Cada parche contiene: buprenorfina 40 mg,Institucional,"52,407.10",Medio,2
19967737,imiquimod,imiquimod 5 g,g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Virosupril,Mega Labs,Virosupril (Mega Labs) - tubo 5 g - Cada 100 g contiene: imiquimod 5 g,Institucional,"41,369.83",Medio,2
19967897,neomicina + polimixina + dexametasona,"neomicina 0,35 g + dexametasona 0,1 g + polimixina b sulfato 600000 ui",g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Wassertrol,Tecnoquimicas,"Wassertrol (Tecnoquimicas) - tubo 5 g - Cada 100 g contiene: neomicina 0,35 g + dexametasona 0,1 g + polimixina b sulfato 600000 ui",Institucional,"8,712.00",Medio,2
19967898,gentamicina,"gentamicina 0,3 g",g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Wassermicina,Tecnoquimicas,"Wassermicina (Tecnoquimicas) - tubo 5 g - Cada 100 g contiene: gentamicina 0,3 g",Institucional,"4,000.00",Bajo,1
19967929,desloratadina,"desloratadina 0,05 g",ml,Jarabe,Desloratadina,Sanofi Aventis,"Desloratadina (Sanofi Aventis) - frasco 60 ml - Cada 100 ml contiene: desloratadina 0,05 g",Institucional,"2,799.00",Bajo,1
19968015,mometasona,"mometasona 0,1 g",g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Dermacortine,Mega Labs,"Dermacortine (Mega Labs) - tubo 15 g - Cada 100 g contiene: mometasona 0,1 g",Institucional,"16,871.00",Medio,2
19968025,ibuprofeno,ibuprofeno 400 mg,mg,Tableta o cápsula,Multidol,Chalver,Multidol (Chalver) - Cada capsula contiene: ibuprofeno 400 mg,Institucional,937.50,Alto,3
19968153,cefalotina,cefalotina 1 g,g,Polvo para reconstituir a Solución o suspensión inyectable,Cefalotina,Farmalogica,Cefalotina (Farmalogica) - Cada vial contiene: cefalotina 1 g,Institucional,"2,116.67",Bajo,1
19968208,etanercept,etanercept 25 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Etanar,La Sante,Etanar (La Sante) - Cada vial contiene: etanercept 25 mg,Institucional,"232,583.33",Medio,2
19968255,sunitinib,"sunitinib 12,5 mg",mg,Tableta o cápsula,Sutent,Pfizer,"Sutent (Pfizer) - Cada capsula contiene: sunitinib 12,5 mg",Institucional,"75,677.00",Medio,2
19968257,sunitinib,sunitinib 25 mg,mg,Tableta o cápsula,Sutent,Pfizer,Sutent (Pfizer) - Cada capsula contiene: sunitinib 25 mg,Institucional,"156,803.00",Medio,2
19968258,sunitinib,sunitinib 50 mg,mg,Tableta o cápsula,Sutent,Pfizer,Sutent (Pfizer) - Cada capsula contiene: sunitinib 50 mg,Institucional,"302,710.00",Medio,2
19968360,fondaparinux,"fondaparinux 7,5 mg",ml,Solución o suspensión inyectable,Arixtra,Aspen,"Arixtra (Aspen) - jeringa prellenada 0,6 ml - Cada 0,6 ml contiene: fondaparinux 7,5 mg",Institucional,"40,291.41",Medio,2
19968374,nitrofurazona,"nitrofurazona 0,2 g",g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Nitrofur Pomada,Bremymg,"Nitrofur Pomada (Bremymg) - tubo 40 g - Cada 100 g contiene: nitrofurazona 0,2 g",Institucional,"54,799.22",Alto,3
19968545,albendazol,albendazol 4 g,ml,Solución o suspensión oral,Albendazol,Pentacoop,Albendazol (Pentacoop) - frasco 10 ml - Cada 100 ml contiene: albendazol 4 g,Institucional,701.00,Medio,2
19968570,modafinil,modafinil 100 mg,mg,Tableta o cápsula,Vigia,Procaps,Vigia (Procaps) - Cada capsula contiene: modafinil 100 mg,Institucional,"5,800.00",Medio,2
19968571,modafinil,modafinil 200 mg,mg,Tableta o cápsula,Vigia,Procaps,Vigia (Procaps) - Cada capsula contiene: modafinil 200 mg,Institucional,"5,900.00",Medio,2
19968665,drospirenona y etinilestradiol,"etinilestradiol 0,02 mg + drospirenona 3 mg",mg,Tableta o cápsula,Yasminiq,Bayer,"Yasminiq (Bayer) - Cada tableta contiene: etinilestradiol 0,02 mg + drospirenona 3 mg",Institucional,997.29,Medio,2
19968710,olanzapina,olanzapina 10 mg,mg,Tableta o cápsula,Prolanz,Eurofarma,Prolanz (Eurofarma) - Cada tableta contiene: olanzapina 10 mg,Institucional,"2,582.08",Medio,2
19968711,olanzapina,olanzapina 5 mg,mg,Tableta o cápsula,Prolanz,Eurofarma,Prolanz (Eurofarma) - Cada tableta contiene: olanzapina 5 mg,Institucional,"2,258.83",Alto,3
19968860,ciprofloxacina,ciprofloxacina 3 mg,ml,Solución o suspensión oftálmica,Ciprofloxacina,Memphis,Ciprofloxacina (Memphis) - frasco 5 ml - Cada 1 ml contiene: ciprofloxacina 3 mg,Institucional,"22,294.33",Alto,3
19968918,albumina,albumina 20 g,ml,Solución o suspensión inyectable,Flexbumin,Baxalta,Flexbumin (Baxalta) - bolsa 50 ml - Cada 100 ml contiene: albumina 20 g,Institucional,"91,790.00",Bajo,1
19968954,ondansetron,ondansetron 8 mg,mg,Tableta o cápsula,Ondax,Mega Labs,Ondax (Mega Labs) - Cada tableta contiene: ondansetron 8 mg,Institucional,"1,050.00",Medio,2
19968955,ondansetron,ondansetron 2 mg,ml,Solución o suspensión inyectable,Ondax,Mega Labs,Ondax (Mega Labs) - ampolla 4 ml - Cada 1 ml contiene: ondansetron 2 mg,Institucional,"1,547.70",Medio,2
19968955,ondansetron,ondansetron 2 mg,ml,Solución o suspensión inyectable,Ondax,Mega Labs,Ondax (Mega Labs) - ampolla 4 ml - Cada 1 ml contiene: ondansetron 2 mg,Institucional,"1,547.70",Medio,2
19969105,piperacilina y tazobactam,"piperacilina sodica 4 g + tazobactam 0,5 g",g,Polvo para reconstituir a Solución o suspensión inyectable,Piperacilina,Vitalis,"Piperacilina (Vitalis) - Cada vial contiene: piperacilina sodica 4 g + tazobactam 0,5 g",Institucional,"8,766.67",Medio,2
19969105,piperacilina y tazobactam,"piperacilina sodica 4 g + tazobactam 0,5 g",g,Polvo para reconstituir a Solución o suspensión inyectable,Piperacilina,Vitalis,"Piperacilina (Vitalis) - Cada vial contiene: piperacilina sodica 4 g + tazobactam 0,5 g",Institucional,"8,766.67",Medio,2
19969115,doxorubicina,doxorubicina 2 mg,ml,Solución o suspensión inyectable,Doxopeg,Farmaceutica Paraguaya,Doxopeg (Farmaceutica Paraguaya) - ampolla 1 ml - Cada 1 ml contiene: doxorubicina 2 mg,Institucional,"927,835.50",Medio,2
19969143,propafenona,propafenona 150 mg,mg,Tableta o cápsula,Propafen,Mega Labs,Propafen (Mega Labs) - Cada tableta contiene: propafenona 150 mg,Institucional,737.50,Bajo,1
19969325,preparados de óxico de zinc,preparados de óxico de zinc 12 g,g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Cicaderm,Farma,Cicaderm (Farma) - tubo 60 g - Cada 100 g contiene: preparados de óxico de zinc 12 g,Institucional,"33,833.00",Medio,2
19969337,oxitocina,oxitocina 10 ui,ml,Solución o suspensión inyectable,Oxitocina,Feparvi,Oxitocina (Feparvi) - ampolla 1 ml - Cada 1 ml contiene: oxitocina 10 ui,Institucional,185.00,Medio,2
19969414,acetilcisteina,acetilcisteina 600 mg,g,Polvos o granulados,Acetilcisteina,Ecar,Acetilcisteina (Ecar) - Cada sobre contiene: acetilcisteina 600 mg,Institucional,673.33,Medio,2
19969441,irbesartan,irbesartan 150 mg,mg,Tableta o cápsula,Irbesartan,Sandoz,Irbesartan (Sandoz) - Cada tableta contiene: irbesartan 150 mg,Institucional,363.06,Medio,2
19969493,etonogestrel,etonogestrel 68 mg,mg,Implante,Implanon,Organon,Implanon (Organon) - Cada implante intrauterino contiene: etonogestrel 68 mg,Institucional,"184,828.00",Medio,2
19969624,metoclopramida,metoclopramida 10 mg,ml,Solución o suspensión inyectable,Metoclopramida,Genfar,Metoclopramida (Genfar) - ampolla 2 ml - Cada 2 ml contiene: metoclopramida 10 mg,Institucional,875.67,Medio,2
19969842,docetaxel,docetaxel 80 mg,mg,Solución o suspensión inyectable,Docetaxel,Blau,Docetaxel (Blau) - Cada vial contiene: docetaxel 80 mg,Institucional,"82,703.92",Medio,2
19969843,oxaliplatino,oxaliplatino 100 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Oxaliplatino,Blau,Oxaliplatino (Blau) - Cada vial contiene: oxaliplatino 100 mg,Institucional,"94,253.50",Alto,3
19969889,cloperastina,cloperastina 400 mg,ml,Solución o suspensión oral,Cloperax,Procaps,Cloperax (Procaps) - frasco 120 ml - Cada 100 ml contiene: cloperastina 400 mg,Institucional,"19,125.71",Medio,2
19970253,acetilcisteina,acetilcisteina 10 mg,ml,Solución o suspensión para inhalación,Rinofluimucil,Zambon,Rinofluimucil (Zambon) - frasco 10 ml - Cada 1 ml contiene: acetilcisteina 10 mg,Institucional,"20,586.00",Medio,2
19970379,benzidamina,"benzidamina 0,498 g",g,Polvos o granulados,Benzirin,Tecnoquimicas,"Benzirin (Tecnoquimicas) - Cada sobre contiene: benzidamina 0,498 g",Institucional,"3,884.96",Medio,2
19970387,imipenem y cilastatina,"imipenem 0,5 g + cilastatina 0,5 g",g,Polvo para reconstituir a Solución o suspensión inyectable,Imipenem,Vitalis,"Imipenem (Vitalis) - Cada vial contiene: imipenem 0,5 g + cilastatina 0,5 g",Institucional,"17,090.91",Medio,2
19970402,ibuprofeno,ibuprofeno 2 g,ml,Solución o suspensión oral,Rodalgin,Biochem,Rodalgin (Biochem) - frasco 60 ml - Cada 100 ml contiene: ibuprofeno 2 g,Institucional,"16,275.45",Alto,3
19970511,carboximetilcelulosa sodica,carboximetilcelulosa sodica 5 mg,ml,Solución o suspensión oftálmica,Lagrikov,Blaskov,Lagrikov (Blaskov) - frasco 15 ml - Cada 1 ml contiene: carboximetilcelulosa sodica 5 mg,Institucional,50.23,Bajo,1
19970621,azitromicina,azitromicina 500 mg,mg,Tableta o cápsula,Azitromicina,Pentacoop,Azitromicina (Pentacoop) - Cada tableta contiene: azitromicina 500 mg,Institucional,915.50,Medio,2
19970635,fentanyl,fentanyl 500 mcg,ml,Solución o suspensión inyectable,Fentanilo,Blaskov,Fentanilo (Blaskov) - ampolla 10 ml - Cada 10 ml contiene: fentanyl 500 mcg,Institucional,"3,550.00",Medio,2
19970654,levosulpirida,levosulpirida 25 mg,mg,Tableta o cápsula,Leprit,Bussié,Leprit (Bussié) - Cada tableta contiene: levosulpirida 25 mg,Institucional,573.67,Bajo,1
19970681,clindamicina,clindamicina 300 mg,mg,Tableta o cápsula,Clindamicina,Sanofi Aventis,Clindamicina (Sanofi Aventis) - Cada capsula contiene: clindamicina 300 mg,Institucional,657.75,Bajo,1
19970684,isotetrinoina,isotetrinoina 20 mg,mg,Tableta o cápsula,Isotretinoina,Colmed,Isotretinoina (Colmed) - Cada capsula contiene: isotetrinoina 20 mg,Institucional,"1,820.50",Medio,2
19970685,isotetrinoina,isotetrinoina 10 mg,mg,Tableta o cápsula,Isotretinoina,Colmed,Isotretinoina (Colmed) - Cada capsula contiene: isotetrinoina 10 mg,Institucional,975.91,Alto,3
19970782,azitromicina,azitromicina 250 mg,ml,Polvo para reconstituir a Solución o suspensión oral,Azitromicina,Pentacoop,Azitromicina (Pentacoop) - frasco 15 ml - Cada 5 ml contiene: azitromicina 250 mg,Institucional,"9,022.50",Medio,2
19970832,clotrimazol,clotrimazol 1 g,ml,Solución o suspensión tópica,Epicort,Best,Epicort (Best) - frasco 30 ml - Cada 100 ml contiene: clotrimazol 1 g,Institucional,"3,414.80",Bajo,1
19970871,dipirona + cafeina+ isomethepteno,cafeina 30 mg + dipirona 300 mg + isometepteno clorhidrato 50 mg,ml,Solución o suspensión oral,Antialgina,Tecnofar,Antialgina (Tecnofar) - frasco 30 ml - Cada 1 ml contiene: cafeina 30 mg + dipirona 300 mg + isometepteno clorhidrato 50 mg,Institucional,"13,675.25",Medio,2
19970942,heparina,heparina 5000 ui,ml,Solución o suspensión inyectable,Heparina,Braun Melsungen,Heparina (Braun Melsungen) - vial 5 ml - Cada 1 ml contiene: heparina 5000 ui,Institucional,"19,323.64",Alto,3
19971011,clotrimazol,clotrimazol 500 mg,mg,Tableta o cápsula vaginal,Cutamycon,Chalver,Cutamycon (Chalver) - Cada capsula contiene: clotrimazol 500 mg,Institucional,"23,500.00",Medio,2
19971179,ambroxol,"ambroxol 0,3 g",ml,Jarabe,Muxol,Novamed,"Muxol (Novamed) - frasco 120 ml - Cada 100 ml contiene: ambroxol 0,3 g",Institucional,"26,576.00",Medio,2
19971181,desloratadina,desloratadina 50 mg,ml,Jarabe,Deslodex,Novamed,Deslodex (Novamed) - frasco 60 ml - Cada 100 ml contiene: desloratadina 50 mg,Institucional,"53,067.00",Medio,2
